tow_date,tow_reason,storage_company,notes,incident_date,street,city,geo_location,longitude,latitude,location
2020-08-20,NOP,Speedys,()  Speedys Towing,08/22/0020,8115 Fenton St,Silver Spring,POINT (-77.024011 38.991211),-77.024011,38.991211,"38.991211,-77.024011"
2020-08-24,PKG,Henrys,Henrys,08/26/0020,18739 Falling River Dr,Gaithersburg,POINT (-77.222052 39.164636),-77.222052,39.164636,"39.164636,-77.222052"
2020-08-26,NOP,Henrys,Henrys   Back To Lot,08/28/0020,19509 Gunners Branch Rd,Germantown,POINT (-77.241069 39.175323),-77.241069,39.175323,"39.175323,-77.241069"
2020-08-28,PKG,Custom,Custom,08/30/0020,6425 Rock Forest Dr,Bethesda,POINT (-77.128141 39.029397),-77.128141,39.029397,"39.029397,-77.128141"
2020-08-22,NOP,Henrys,Henrys,08/24/0020,10604 Georgia Ave,Silver Spring,POINT (-77.047269 39.028583),-77.047269,39.028583,"39.028583,-77.047269"
2020-08-20,PKG,Speedy,Speedy,08/22/0020,14909 Trailwood Pl,Burtonsville,POINT (-76.924242 39.099276),-76.924242,39.099276,"39.099276,-76.924242"
2020-08-03,NOP,Other,,03/22/0008,8455 Fenton St,Silver Spring,POINT (-77.024661 38.995995),-77.024661,38.995995,"38.995995,-77.024661"
2020-08-30,PKG,Henrys,Reserved    Henrys,09/01/0020,11939 Old Columbia Pike,Silver Spring,POINT (-76.974588 39.053535),-76.974588,39.053535,"39.053535,-76.974588"
2020-08-24,NOP,Auburn,Auburn,08/26/0020,12000 Chase Crossing Cir,Rockville,POINT (-77.120551 39.054601),-77.120551,39.054601,"39.054601,-77.120551"
2020-08-28,NOP,Auburn,Auburn,08/30/0020,12000 Chase Crossing Cir,Rockville,POINT (-77.120551 39.054601),-77.120551,39.054601,"39.054601,-77.120551"
2020-08-10,NOP,Authorize,Authorize,10/22/0008,8021 Georgia Ave,Silver Spring,POINT (-77.026573 38.987758),-77.026573,38.987758,"38.987758,-77.026573"
2020-08-02,NOP,Big,Big Tow,02/22/0008,10244 Ridgeline Dr,Montgomery Village,POINT (-77.207252 39.17453),-77.207252,39.17453,"39.17453,-77.207252"
2020-08-20,PRV,Prestige,Prop   Prestige,08/22/0020,11550 Stewart Ln,Silver Spring,POINT (-76.984139 39.045308),-76.984139,39.045308,"39.045308,-76.984139"
2020-08-27,PRV,Authorized,Authorized,08/29/0020,13115 Twinbrook Pkwy,Rockville,POINT (-77.113917 39.070489),-77.113917,39.070489,"39.070489,-77.113917"
2020-08-01,NOP,Henrys,Henrys,01/22/0008,19525 Gunners Branch Rd,Germantown,POINT (-77.24174 39.175972),-77.24174,39.175972,"39.175972,-77.24174"
2020-08-08,NOP,Speedy,Speedy,08/22/0008,10125 Watkins Mill Pl,Montgomery Village,POINT (-77.210092 39.183247),-77.210092,39.183247,"39.183247,-77.210092"
2020-08-08,PKG,Henrys,No Ladders Allowed Comm Veh   Henrys,08/22/0008,3762 Bel Pre Rd,Silver Spring,POINT (-77.075053 39.093542),-77.075053,39.093542,"39.093542,-77.075053"
2020-08-21,PKG,Auth,Auth,08/23/0020,801 Elmcroft Blvd,Rockville,POINT (-77.168703 39.115565),-77.168703,39.115565,"39.115565,-77.168703"
2020-08-21,NOP,Henrys,Henrys,08/23/0020,19100 Mills Choice Rd,Montgomery Village,POINT (-77.208069 39.16871),-77.208069,39.16871,"39.16871,-77.208069"
2020-08-14,NOP,Rickies,Rickies,08/16/0020,19232 Circle Gate Dr,Germantown,POINT (-77.264241 39.170069),-77.264241,39.170069,"39.170069,-77.264241"
2020-08-23,NOP,Big Tow,Big Tow,08/25/0020,7693 Laytonia Dr,Gaithersburg,POINT (-77.156185 39.152999),-77.156185,39.152999,"39.152999,-77.156185"
2020-08-06,PRV,Prestige,Private Property    ()  Prestige,06/22/0008,3525 Sheffield Manor Ter,Silver Spring,POINT (-76.935528 39.080649),-76.935528,39.080649,"39.080649,-76.935528"
2020-08-10,NOP,Henrys,,10/22/0008,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"39.052973,-77.1192"
2020-08-09,NOP,Henrys,Henrys,09/22/0008,19505 Gunners Branch Rd,Germantown,POINT (-77.241009 39.175289),-77.241009,39.175289,"39.175289,-77.241009"
2020-08-24,PRV,Diversified,Diversified,08/26/0020,1412 Hampshire West Ct,Silver Spring,POINT (-76.983348 39.008098),-76.983348,39.008098,"39.008098,-76.983348"
2020-08-01,PKG,Prestige,Private Property  Prestige,01/22/0008,13515 Georgia Ave,Silver Spring,POINT (-77.071963 39.078511),-77.071963,39.078511,"39.078511,-77.071963"
2020-08-13,PKG,Henrys,Henrys,08/15/0020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-08-17,NOP,Speedy,Speedy Towing,08/19/0020,14104 Valleyfield Dr,Silver Spring,POINT (-77.055968 39.105735),-77.055968,39.105735,"39.105735,-77.055968"
2020-08-28,NOP,Henrys,,08/30/0020,14 Orchard Dr,Gaithersburg,POINT (-77.249416 39.117746),-77.249416,39.117746,"39.117746,-77.249416"
2020-08-04,NOP,Other,Henyrs,04/22/0008,11215 Georgia Ave,Silver Spring,POINT (-77.050954 39.039125),-77.050954,39.039125,"39.039125,-77.050954"
2020-08-26,PKG,Henrys,Violation   Parked Over  Hours   Henrys,08/28/0020,3400 Castle Way,Silver Spring,POINT (-76.939659 39.088673),-76.939659,39.088673,"39.088673,-76.939659"
2020-08-03,NOP,Authorized,No P   Authorized,03/22/0008,708 Quince Orchard Blvd,Gaithersburg,POINT (-77.226709 39.141774),-77.226709,39.141774,"39.141774,-77.226709"
2020-08-14,CA,Authorize,Authorize,08/16/0020,9901 Gable Ridge Ter,Rockville,POINT (-77.20676 39.108236),-77.20676,39.108236,"39.108236,-77.20676"
2020-08-22,NOP,Henrys,Henrys,08/24/0020,19030 Mills Choice Rd,Montgomery Village,POINT (-77.208317 39.167912),-77.208317,39.167912,"39.167912,-77.208317"
2020-08-13,PRV,Prestige,Prvt Property   Prestige Towing,08/15/0020,780 Quince Orchard Blvd,Gaithersburg,POINT (-77.228804 39.139742),-77.228804,39.139742,"39.139742,-77.228804"
2020-08-26,PKG,Speedy,Speedy,08/28/0020,1518 Casino Cir,Silver Spring,POINT (-77.032084 39.068291),-77.032084,39.068291,"39.068291,-77.032084"
2020-08-20,EXP,Other,RichyS,08/22/0020,8600 Carroll Ave,Silver Spring,POINT (-76.992212 38.995883),-76.992212,38.995883,"38.995883,-76.992212"
2020-08-03,NOP,Henrys,Henrys,03/22/0008,7900 Badenloch Way,Gaithersburg,POINT (-77.165788 39.1576),-77.165788,39.1576,"39.1576,-77.165788"
2020-08-17,PKG,Henrys,Henrys,08/19/0020,8936 Centerway Rd,Gaithersburg,POINT (-77.184961 39.169782),-77.184961,39.169782,"39.169782,-77.184961"
2020-08-15,NOP,Authorized,Authorized,08/17/0020,815 Quince Orchard Blvd,Gaithersburg,POINT (-77.229353 39.138563),-77.229353,39.138563,"39.138563,-77.229353"
2020-08-11,NOP,Led,Led,11/22/0008,8601 Cameron St,Silver Spring,POINT (-77.030436 38.996868),-77.030436,38.996868,"38.996868,-77.030436"
2020-08-17,WALK OFF,Henrys,Henrys,08/19/0020,46 Bureau Dr,Gaithersburg,POINT (-77.216861 39.143804),-77.216861,39.143804,"39.143804,-77.216861"
2020-08-09,PRV,Big,Resident  Visitors   Big Tow,09/22/0008,19515 Frederick Rd,Germantown,POINT (-77.238119 39.175769),-77.238119,39.175769,"39.175769,-77.238119"
2020-08-12,NOP,Rickies,No Perm   Rickies,12/22/0008,19316 Circle Gate Dr,Germantown,POINT (-77.265679 39.173155),-77.265679,39.173155,"39.173155,-77.265679"
2020-08-18,NOP,Speedy,Speedy,08/20/0020,8615 Fenton St,Silver Spring,POINT (-77.027717 38.997959),-77.027717,38.997959,"38.997959,-77.027717"
2020-08-08,NOP,Henrys,Henrys,08/22/0008,12001 Old Columbia Pike,Silver Spring,POINT (-76.975033 39.053272),-76.975033,39.053272,"39.053272,-76.975033"
2020-08-06,NOP,Auburn,Auburn,06/22/0008,136 Duvall Ln,Gaithersburg,POINT (-77.202556 39.128982),-77.202556,39.128982,"39.128982,-77.202556"
2020-08-30,PKG,Henrys,Henrys,09/01/0020,9707 Key West Ave,Rockville,POINT (-77.203237 39.104591),-77.203237,39.104591,"39.104591,-77.203237"
2020-08-02,FIRE,Speedy,Firelane   Speedy,02/22/0008,19806 Wheelwright Dr,Montgomery Village,POINT (-77.212359 39.181013),-77.212359,39.181013,"39.181013,-77.212359"
2020-08-09,PKG,Henrys,,09/22/0008,12709 Epping Ter,Silver Spring,POINT (-77.058414 39.065292),-77.058414,39.065292,"39.065292,-77.058414"
2020-08-09,NOP,Authorized,Authorized,09/22/0008,12840 Locbury Cir,Germantown,POINT (-77.264609 39.186257),-77.264609,39.186257,"39.186257,-77.264609"
2020-08-17,HANDICAPP,Other,Handicapp W O Handicapp Tag   Rickiess Towing,08/19/0020,1004 Good Hope Dr,Silver Spring,POINT (-76.989502 39.092587),-76.989502,39.092587,"39.092587,-76.989502"
2020-08-12,NOP,Henrys,Henrys,12/22/0008,1900 Chapman Ave,Rockville,POINT (-77.119534 39.059382),-77.119534,39.059382,"39.059382,-77.119534"
2020-08-17,NOP,Prestige,Prestige,08/19/0020,429 W Diamond Ave,Gaithersburg,POINT (-77.208879 39.14042),-77.208879,39.14042,"39.14042,-77.208879"
2020-08-04,PKG,Speedy,Speedy Towing,04/22/0008,22470 Glenbow Way,Clarksburg,POINT (-77.273833 39.224114),-77.273833,39.224114,"39.224114,-77.273833"
2020-08-01,FIRE,Speedy,Fire   Speedy,01/22/0008,9209 Broadwater Dr,Gaithersburg,POINT (-77.191033 39.17113),-77.191033,39.17113,"39.17113,-77.191033"
2020-08-17,PKG,Rickys,Rickies,08/19/0020,1001 Good Hope Dr,Silver Spring,POINT (-76.98952 39.092597),-76.98952,39.092597,"39.092597,-76.98952"
2020-08-02,PRV,Prestiege,Prvt Prop   Prestiege,02/22/0008,2217 Georgian Way,Silver Spring,POINT (-77.046564 39.054527),-77.046564,39.054527,"39.054527,-77.046564"
2020-08-25,PKG,Henrys,Henrys,08/27/0020,19258 Wheatfield Ter,Gaithersburg,POINT (-77.229656 39.171983),-77.229656,39.171983,"39.171983,-77.229656"
2020-08-18,PKG,Henrys,Henrys,08/20/0020,2211 Bel Pre Rd,Silver Spring,POINT (-77.048067 39.090497),-77.048067,39.090497,"39.090497,-77.048067"
2020-08-27,NOP,Authorized,Authorized,08/29/0020,14120 Weeping Willow Dr,Silver Spring,POINT (-77.06692 39.088854),-77.06692,39.088854,"39.088854,-77.06692"
2020-08-18,NOP,Henrys,Henrys,08/20/0020,9601 Traville Gateway Dr,Rockville,POINT (-77.206417 39.088884),-77.206417,39.088884,"39.088884,-77.206417"
2020-08-15,PKG,Other,Rickiess   Visitor  Over Time Limit,08/17/0020,19210 Circle Gate Dr,Germantown,POINT (-77.264895 39.169516),-77.264895,39.169516,"39.169516,-77.264895"
2020-08-03,NOP,Prestige,Prestige,03/22/0008,1970 Rosemary Hills Dr,Silver Spring,POINT (-77.042077 38.999696),-77.042077,38.999696,"38.999696,-77.042077"
2020-08-21,NOP,Henrys,Henrys,08/23/0020,2044 University Blvd W,Silver Spring,POINT (-77.045816 39.040413),-77.045816,39.040413,"39.040413,-77.045816"
2020-08-04,FIRE,Speedy,Speedy Towing,04/22/0008,13293 Orsay St,Clarksburg,POINT (-77.273037 39.224784),-77.273037,39.224784,"39.224784,-77.273037"
2020-08-18,NOP,Henrys,Henrys,08/20/0020,8616 2Nd Ave,Silver Spring,POINT (-77.033732 38.997234),-77.033732,38.997234,"38.997234,-77.033732"
2020-08-30,NOP,Authorized,Authorized Towing,09/01/0020,815 Quince Orchard Blvd,Gaithersburg,POINT (-77.229353 39.138563),-77.229353,39.138563,"39.138563,-77.229353"
2020-08-13,NOP,Speedy,No Perm   Speedy,08/15/0020,8115 Fenton St,Silver Spring,POINT (-77.024011 38.991211),-77.024011,38.991211,"38.991211,-77.024011"
2020-08-16,NOP,Rickies,Rickies,08/18/0020,8600 Carroll Ave,Silver Spring,POINT (-76.992212 38.995883),-76.992212,38.995883,"38.995883,-76.992212"
2020-08-01,NOP,Henrys,Henrys,01/22/0008,11215 Georgia Ave,Silver Spring,POINT (-77.050954 39.039125),-77.050954,39.039125,"39.039125,-77.050954"
2020-08-13,PKG,Henrys,Spaces   Henrys,08/15/0020,3333 University Blvd W,Kensington,POINT (-77.065604 39.035623),-77.065604,39.035623,"39.035623,-77.065604"
2020-08-08,PRV,Prestige,Prestige    Priv Prop,08/22/0008,11550 Stewart Ln,Silver Spring,POINT (-76.984139 39.045308),-76.984139,39.045308,"39.045308,-76.984139"
2020-08-17,FIRE,Henrys,Reason For Tow    Tow Co  Henrys    Going To,08/19/0020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-08-04,NOP,Henrys,Henrys,04/22/0008,535 Southlawn Ln,Rockville,POINT (-77.142357 39.093762),-77.142357,39.093762,"39.093762,-77.142357"
2020-08-16,PRV,Am Towing,Reserved   Am Towing,08/18/0020,25 Hibiscus Ct,Gaithersburg,POINT (-77.211975 39.118449),-77.211975,39.118449,"39.118449,-77.211975"
2020-08-12,PKG,Henrys,()    Henrys   Blocking Alley,12/22/0008,22125 Broadway Ave,Clarksburg,POINT (-77.285453 39.217973),-77.285453,39.217973,"39.217973,-77.285453"
2020-08-08,PKG,Other,Rickiess,08/22/0008,19246 Circle Gate Dr,Germantown,POINT (-77.263797 39.170598),-77.263797,39.170598,"39.170598,-77.263797"
2020-08-31,PRV,Henrys,Two Spaces,09/02/0020,657 Houston Ave,Takoma Park,POINT (-77.004271 38.990353),-77.004271,38.990353,"38.990353,-77.004271"
2020-08-09,FIRE,Henrys,Henrys,09/22/0008,9900 Forest View Pl,Montgomery Village,POINT (-77.204337 39.189402),-77.204337,39.189402,"39.189402,-77.204337"
2020-08-10,PKG,Henrys,Henrys Towing    Btl,10/22/0008,3930 Ferrara Dr,Silver Spring,POINT (-77.077114 39.052039),-77.077114,39.052039,"39.052039,-77.077114"
2020-08-08,PRV,Authorized,Authorized      No Permit,08/22/0008,9800 Leatherfern Ter,Montgomery Village,POINT (-77.207517 39.157923),-77.207517,39.157923,"39.157923,-77.207517"
2020-08-05,NOP,Authorized,Authrized,05/22/0008,106 Duvall Ln,Gaithersburg,POINT (-77.202556 39.128982),-77.202556,39.128982,"39.128982,-77.202556"
2020-08-06,PRV,Prestige,Priv Prop   Prestige Towing    Btl,06/22/0008,429 W Diamond Ave,Gaithersburg,POINT (-77.208879 39.14042),-77.208879,39.14042,"39.14042,-77.208879"
2020-08-01,NOP,Authorized,Authorized,01/22/0008,370 E Diamond Ave,Gaithersburg,POINT (-77.190888 39.142111),-77.190888,39.142111,"39.142111,-77.190888"
2020-08-17,NOP,Henrys,Henrys,08/19/0020,702 West Side Dr,Gaithersburg,POINT (-77.203598 39.124829),-77.203598,39.124829,"39.124829,-77.203598"
2020-08-13,NOP,Authorized,Authorized Towing,08/15/0020,775 Quince Orchard Blvd,Gaithersburg,POINT (-77.228778 39.13984),-77.228778,39.13984,"39.13984,-77.228778"
2020-08-08,PRV,Henrys,Henrys,08/22/0008,11201 Georgia Ave,Silver Spring,POINT (-77.050832 39.038702),-77.050832,39.038702,"39.038702,-77.050832"
2020-08-24,EXP,,Henrys      To,08/26/0020,5901 Montrose Rd,Rockville,POINT (-77.1192 39.052973),-77.1192,39.052973,"39.052973,-77.1192"
2020-08-25,PKG,Prestige,,08/27/0020,14301 Georgia Ave,Silver Spring,POINT (-77.079771 39.090489),-77.079771,39.090489,"39.090489,-77.079771"
2020-08-19,PRV,Drive,The Grass Drive,08/21/0020,9316 Piney Branch Rd,Silver Spring,POINT (-76.987194 39.00337),-76.987194,39.00337,"39.00337,-76.987194"
2020-08-31,NOP,Henrys,Henry,09/02/0020,3223 Spartan Rd,Olney,POINT (-77.062758 39.150097),-77.062758,39.150097,"39.150097,-77.062758"
2020-08-29,PKG,Speedys,Double Prkd   Speedys,08/31/0020,10232 Millstream Dr,Montgomery Village,POINT (-77.211443 39.182121),-77.211443,39.182121,"39.182121,-77.211443"
2020-08-30,PRV,Henrys,,09/01/0020,2436 Ennalls Ave,Silver Spring,POINT (-77.052474 39.040337),-77.052474,39.040337,"39.040337,-77.052474"
2020-08-13,72,Aau,Inoperable Veh Has  Flat Tires   Henrys,09/22/0008,9111 September Ln,Silver Spring,POINT (-76.996115 39.004565),-76.996115,39.004565,"39.004565,-76.996115"
2020-08-31,NOP,Diversified,Diversified,09/02/0020,1501 Hampshire West Ct,Silver Spring,POINT (-76.981524 39.008523),-76.981524,39.008523,"39.008523,-76.981524"
2020-08-13,PKG,Led Towing,Neg Stolen,08/15/0020,7401 New Hampshire Ave,Takoma Park,POINT (-76.988312 38.983333),-76.988312,38.983333,"38.983333,-76.988312"
2020-08-27,NOP,Henrys,Henrys,08/29/0020,11215 Georgia Ave,Silver Spring,POINT (-77.050954 39.039125),-77.050954,39.039125,"39.039125,-77.050954"
2020-08-31,FIRE,,Authorized,09/02/0020,10321 Royal Woods Ct,Montgomery Village,POINT (-77.213508 39.1793),-77.213508,39.1793,"39.1793,-77.213508"
2020-08-02,PKG,Henrys,Reserved  Henrys,02/22/0008,1 Wheatfield Ct,Gaithersburg,POINT (-77.231491 39.169723),-77.231491,39.169723,"39.169723,-77.231491"
2020-08-26,PKG,Henrys,Henrys,08/28/0020,12331 Georgia Ave,Silver Spring,POINT (-77.050407 39.059607),-77.050407,39.059607,"39.059607,-77.050407"
2020-08-25,NOP,Authorized,Authorized,08/27/0020,14120 Weeping Willow Dr,Silver Spring,POINT (-77.06692 39.088854),-77.06692,39.088854,"39.088854,-77.06692"
2020-08-05,NOP,Other,Rickiess   Back To Lot,05/22/0008,19208 Circle Gate Dr,Germantown,POINT (-77.26495 39.169471),-77.26495,39.169471,"39.169471,-77.26495"
2020-08-26,EXP,Henrys,Invld Tags   Henrys,08/28/0020,57 Casey Ct,Gaithersburg,POINT (-77.192468 39.128615),-77.192468,39.128615,"39.128615,-77.192468"
2020-08-08,PRV,Diversified,Diversified,08/22/0008,10514 Old Georgetown Rd,Bethesda,POINT (-77.126521 39.0286),-77.126521,39.0286,"39.0286,-77.126521"
2020-08-08,PRV,Authroized,Authroized      No Pick Ups Permitted On Property,08/22/0008,20210 Yankee Harbor Pl,Montgomery Village,POINT (-77.15791 39.186665),-77.15791,39.186665,"39.186665,-77.15791"
2020-08-25,NOP,Rickies,Rickies,08/27/0020,8800 Glenville Rd,Silver Spring,POINT (-76.996891 38.999903),-76.996891,38.999903,"38.999903,-76.996891"
2020-08-17,PKG,Prestige,Prestige,08/19/0020,340 N Summit Ave,Gaithersburg,POINT (-77.193032 39.149194),-77.193032,39.149194,"39.149194,-77.193032"
2020-08-21,FIRE,Speedy,,08/23/0020,3662 Childress Ter,Burtonsville,POINT (-76.935883 39.092013),-76.935883,39.092013,"39.092013,-76.935883"
2020-08-21,NOP,Henrys,Henrys,08/23/0020,8616 2Nd Ave,Silver Spring,POINT (-77.033732 38.997234),-77.033732,38.997234,"38.997234,-77.033732"
2020-08-22,NOP,Henrys,Henrys,08/24/0020,17101 Queen Victoria Ct,Gaithersburg,POINT (-77.205233 39.137509),-77.205233,39.137509,"39.137509,-77.205233"
2020-08-08,NOP,Auburn,Auburn       Owner Notified,08/22/0008,18712 Curry Powder Ln,Germantown,POINT (-77.264183 39.162346),-77.264183,39.162346,"39.162346,-77.264183"
2020-08-22,NOP,Authorized,Authorized Towing,08/24/0020,19631 Brassie Pl,Montgomery Village,POINT (-77.202069 39.176472),-77.202069,39.176472,"39.176472,-77.202069"
2020-08-03,NOP,Henrys,Henry,03/22/0008,17 Barkley Ln,Gaithersburg,POINT (-77.190951 39.131846),-77.190951,39.131846,"39.131846,-77.190951"
2020-08-27,PRV,Prestige,Prestige Tow  Provate Property,08/29/0020,4101 Postgate Ter,Silver Spring,POINT (-77.079155 39.087717),-77.079155,39.087717,"39.087717,-77.079155"
2020-08-29,NOP,Henrys,Is Not Visible   Henrys,08/31/0020,3411 Gateshead Manor Way,Silver Spring,POINT (-76.936504 39.078224),-76.936504,39.078224,"39.078224,-76.936504"
2020-08-26,PKG,Henrys,Henrys,08/28/0020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-08-01,NOP,Authorized,Authorized,01/22/0008,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"39.114884,-77.201438"
2020-08-17,PKG,Henrys,Henrys   Double Pkd,08/19/0020,122 Deer Park Way,Gaithersburg,POINT (-77.199426 39.1275),-77.199426,39.1275,"39.1275,-77.199426"
2020-08-09,NOP,Speedy,Speedy,09/22/0008,18322 Streamside Dr,Gaithersburg,POINT (-77.168344 39.156866),-77.168344,39.156866,"39.156866,-77.168344"
2020-08-15,NOP,Drive,Drive,08/17/0020,1700 Hampshire Green Ln,Silver Spring,POINT (-76.976193 39.015061),-76.976193,39.015061,"39.015061,-76.976193"
2020-08-29,NOP,Drive,Drive       Tc L,08/31/0020,25 E Wayne Ave,Silver Spring,POINT (-77.008865 39.00041),-77.008865,39.00041,"39.00041,-77.008865"
2020-08-25,FIRE,Other,Rickiess,08/27/0020,7667 Maple Ave,Takoma Park,POINT (-77.005497 38.983854),-77.005497,38.983854,"38.983854,-77.005497"
2020-08-05,NOP,Authorized,Authorized Towing    Btl,05/22/0008,779 Quince Orchard Blvd,Gaithersburg,POINT (-77.228804 39.139742),-77.228804,39.139742,"39.139742,-77.228804"
2020-08-22,PKG,Henrys,Henrys,08/24/0020,20232 Grazing Way,Montgomery Village,POINT (-77.193472 39.188763),-77.193472,39.188763,"39.188763,-77.193472"
2020-08-19,FIRE,Henrys,Henrys,08/21/0020,748 West Side Dr,Gaithersburg,POINT (-77.203684 39.124936),-77.203684,39.124936,"39.124936,-77.203684"
2020-08-11,PRV,Henrysg,Henrys Towing   No Permit,11/22/0008,12800 Epping Ter,Silver Spring,POINT (-77.058414 39.065292),-77.058414,39.065292,"39.065292,-77.058414"
2020-08-10,NOP,Diversified,Diversified   Back To Lot,10/22/0008,10250 Westlake Dr,Bethesda,POINT (-77.149295 39.024606),-77.149295,39.024606,"39.024606,-77.149295"
2020-08-18,ABN,Vrs,Un Registered   Silv Spring    To Abnd Auto  Vrs,08/20/0020,11400 Sherrie Ln,Silver Spring,POINT (-77.059035 39.042429),-77.059035,39.042429,"39.042429,-77.059035"
2020-08-19,FIRE,Speedys,Speedys,08/21/0020,9322 Taverney Ter,Gaithersburg,POINT (-77.192024 39.176061),-77.192024,39.176061,"39.176061,-77.192024"
2020-08-26,NOP,Speedy,Speedy,08/28/0020,8615 Fenton St,Silver Spring,POINT (-77.027717 38.997959),-77.027717,38.997959,"38.997959,-77.027717"
2020-08-27,REPO,Greenwood,Bridge Crest      Greenwood Recovery,08/29/0020,19743 Crystal Rock Dr,Germantown,POINT (-77.26141 39.179532),-77.26141,39.179532,"39.179532,-77.26141"
2020-08-18,NOP,Henrys,Henrys,08/20/0020,11215 Georgia Ave,Silver Spring,POINT (-77.050954 39.039125),-77.050954,39.039125,"39.039125,-77.050954"
2020-08-03,NOP,Authorized,Authorized Towing (),03/22/0008,813 Quince Orchard Blvd,Gaithersburg,POINT (-77.229294 39.138614),-77.229294,39.138614,"39.138614,-77.229294"
2020-08-02,NOP,Authorized,Authorized,02/22/0008,1028 Quebec Ter,Silver Spring,POINT (-76.986404 39.000563),-76.986404,39.000563,"39.000563,-76.986404"
2020-08-27,N,Big,Big Tow,08/29/0020,19315 Club House Rd,Montgomery Village,POINT (-77.201793 39.173658),-77.201793,39.173658,"39.173658,-77.201793"
2020-08-30,NOP,Bigtow,Bigtow,09/01/0020,10022 Stedwick Rd,Montgomery Village,POINT (-77.206008 39.16978),-77.206008,39.16978,"39.16978,-77.206008"
2020-08-17,NOP,Henrys,Henrys,08/19/0020,1900 Chapman Ave,Rockville,POINT (-77.119534 39.059382),-77.119534,39.059382,"39.059382,-77.119534"
2020-08-03,NOP,Authorized,Authorized,03/22/0008,9806 Mahogany Dr,Gaithersburg,POINT (-77.201438 39.114884),-77.201438,39.114884,"39.114884,-77.201438"
2020-08-19,PKG,Diversified,Diversified    Imepeding Traff Blocking  Way Traff,08/21/0020,600 Ivy League Ln,Rockville,POINT (-77.155051 39.094774),-77.155051,39.094774,"39.094774,-77.155051"
2020-08-13,COMM,Authorized,Comm Veh   Authorized,08/15/0020,2213 Shorefield Rd,Silver Spring,POINT (-77.047824 39.053046),-77.047824,39.053046,"39.053046,-77.047824"
2020-08-01,NOP,Henrys,Resv Space     Henrys,01/22/0008,18365 Honeylocust Cir,Gaithersburg,POINT (-77.169475 39.158567),-77.169475,39.158567,"39.158567,-77.169475"
2020-08-05,PKG,Henrys,In A Reserved Spot   Henrys,05/22/0008,14428 Bakersfield Ct,Silver Spring,POINT (-77.044444 39.092079),-77.044444,39.092079,"39.092079,-77.044444"
2020-08-02,NOP,Led,Led,02/22/0008,8720 Georgia Ave,Silver Spring,POINT (-77.030333 38.997976),-77.030333,38.997976,"38.997976,-77.030333"
2020-08-10,NOP,Speedy,Speedy,10/22/0008,4301 Ambrose Ct,Burtonsville,POINT (-76.920895 39.099624),-76.920895,39.099624,"39.099624,-76.920895"
2020-08-20,NOP,Other,Rickiess,08/22/0020,1530 Heather Hollow Cir,Silver Spring,POINT (-76.986832 39.040644),-76.986832,39.040644,"39.040644,-76.986832"
2020-08-01,NOP,Henrys,Henrys,01/22/0008,2524 Blueridge Ave,Silver Spring,POINT (-77.053805 39.043107),-77.053805,39.043107,"39.043107,-77.053805"
2020-08-05,NOP,Authorized,Authorized,05/22/0008,815 Quince Orchard Blvd,Gaithersburg,POINT (-77.229353 39.138563),-77.229353,39.138563,"39.138563,-77.229353"
2020-08-03,NOP,Henrys,Henrys,03/22/0008,19521 Gunners Branch Rd,Germantown,POINT (-77.24174 39.175972),-77.24174,39.175972,"39.175972,-77.24174"
2020-08-25,EXP,Authorized,Exp  Authorized Towing,08/27/0020,14213 Grand Pre Rd,Silver Spring,POINT (-77.076175 39.089469),-77.076175,39.089469,"39.089469,-77.076175"
2020-08-06,PKG,Prestige,Pp  Prestige,06/22/0008,14301 Georgia Ave,Silver Spring,POINT (-77.079771 39.090489),-77.079771,39.090489,"39.090489,-77.079771"
2020-08-06,NOP,Henrys,Henrys,06/22/0008,15 Water St,Gaithersburg,POINT (-77.202185 39.139786),-77.202185,39.139786,"39.139786,-77.202185"
2020-08-22,FIRE,Henrys,Henrys,08/24/0020,1131 University Blvd W,Silver Spring,POINT (-77.029691 39.036547),-77.029691,39.036547,"39.036547,-77.029691"
2020-08-08,PKG,Diversified,No Commercial Veh   Diversified,08/22/0008,12211 Braxfield Ct,Rockville,POINT (-77.107077 39.056628),-77.107077,39.056628,"39.056628,-77.107077"
2020-08-20,NOP,Rickies,No Perm   Rickies,08/22/0020,19363 Circle Gate Dr,Germantown,POINT (-77.267875 39.172437),-77.267875,39.172437,"39.172437,-77.267875"
2020-08-11,NOP,Prestige,Prestige Towing    Btl,11/22/0008,501 S Frederick Ave,Gaithersburg,POINT (-77.19127 39.134986),-77.19127,39.134986,"39.134986,-77.19127"
2020-08-04,PKG,Prestige,No  Prestige,04/22/0008,14301 Georgia Ave,Silver Spring,POINT (-77.079771 39.090489),-77.079771,39.090489,"39.090489,-77.079771"
